id,task_type,original_id,text,output
AOC_154,AOC,1_21_926_17695,"I have taken 4 of Harumi's classes; 2d design, Life Drawing, Painting I and Painting II. I think that enough says I awesome of a professor I think she is. She will always push you to do better, ans she helps out just enough to make you figure out things on your own. TAKE HER CLASSES!","[{'aspect': ""Harumi's classes"", 'category': 'Course - Overall', 'opinion': 'TAKE HER CLASSES'}
 {'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'awesome'}
 {'aspect': 'professor', 'category': 'Staff - Helpfulness', 'opinion': 'helps out just enough to make you figure out things on your own'}
 {'aspect': 'professor', 'category': 'Staff - Teaching', 'opinion': 'will always push you to do better'}]"
AOC_155,AOC,2_6569_290,Final was very hard online.,"[{'aspect': 'Final', 'category': 'Course - Difficulty', 'opinion': 'very hard'}]"
AOC_156,AOC,3_266_343_170,"Till now, I've not experenced many campus life due to the lockdown.","[{'aspect': 'campus life', 'category': 'University - Campus & facilities', 'opinion': 'not experenced many'}]"
AOC_157,AOC,1_129_2244_10807,He loves his job.,"[{'aspect': 'He', 'category': 'Staff - Attitude', 'opinion': 'loves his job'}]"
AOC_158,AOC,2_5516_1242,"Highllyyyy TA dependent cuz you will never see Dr Tan Dinh lmao. I think I saw him walk in and out of our class like once. Pray for a knowledgable TA because otherwise you're screwed. My TA was clear but a hard marker( which I rather have than vice versa). Try to do the experiment as quickly as possible because graphing and calculating uncertainties for everything will take up the rest of the class. Everyone basically rushed at the end because I don't think enough time is given. However, since I was learning basically nothing in PHYS 111, this course was useful in understanding the overlapping concepts. Idk if this course is curved or what because I calculated my mark to be a 76 but ended with an 82:)","[{'aspect': 'Dr Tan Dinh', 'category': 'Staff - Teaching', 'opinion': 'will never see'}
 {'aspect': 'TA', 'category': 'Staff - Teaching', 'opinion': 'hard marker'}
 {'aspect': 'TA', 'category': 'Staff - Teaching', 'opinion': 'clear'}
 {'aspect': 'null', 'category': 'Course - Learning activity', 'opinion': ""don't think enough time is given""}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'useful'}]"
AOC_159,AOC,1_243_1645_16404,"She's a good professor who is very passionate about what she is lecturing about which makes it more interesting as a student. However, there is quite a bit of reading that are very dry and boring to read.","[{'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'good'}
 {'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'passionate about what she is lecturing about'}
 {'aspect': 'professor', 'category': 'Staff - Teaching', 'opinion': 'passionate about what she is lecturing about'}
 {'aspect': 'reading', 'category': 'Course - Course materials', 'opinion': 'dry and boring'}]"
AOC_160,AOC,1_130_1569_6269,This is the WORST PROFESSOR EVER!!! Gives you TONS of USELESS reading and tells you to remember outlines that dont even appear on the exams! Lectures are EXTREMELY BORING and deducts points from grade after missing just 2 classes!,"[{'aspect': 'PROFESSOR', 'category': 'Staff - Overall', 'opinion': 'WORST'}
 {'aspect': 'PROFESSOR', 'category': 'Staff - Teaching', 'opinion': 'tells you to remember outlines that dont even appear on the exams'}
 {'aspect': 'reading', 'category': 'Course - Course materials', 'opinion': 'TONS of USELESS'}
 {'aspect': 'Lectures', 'category': 'Course - Learning activity', 'opinion': 'EXTREMELY BORING'}
 {'aspect': 'PROFESSOR', 'category': 'Course - Assessment', 'opinion': 'deducts points from grade after missing just 2 classes'}]"
AOC_161,AOC,1_89_323_17451,"great professor, easy class, work somewhat hard for an A if things come easy to you- it's a breeze. he may however mix up a paper for his online classes which can turn out to be annoying, but everything works out without a problem.","[{'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'great'}
 {'aspect': 'class', 'category': 'Course - Difficulty', 'opinion': 'easy'}
 {'aspect': 'class', 'category': 'Course - Difficulty', 'opinion': ""it's a breeze""}]"
AOC_162,AOC,2_13151_1457,Went to like 1. Not worth it. Not graded. Enjoy your lunch kids.,"[{'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'Not worth it'}]"
AOC_163,AOC,2_10813_191,Honestly an amazing course!! Rush is an amazing prof! make sure to pay attention to the key words he uses for full marks. His exams are marked fairly tough,"[{'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'amazing'}
 {'aspect': 'Rush', 'category': 'Staff - Overall', 'opinion': 'amazing prof'}
 {'aspect': 'His exams', 'category': 'Course - Assessment', 'opinion': 'marked fairly'}]"
AOC_164,AOC,2_4044_1174,"Operating Systems is one of the most time consuming courses I have taken in Waterloo so far. I generally spent 20-30 hours per assignment, debugging and figuring out solutions to interesting problems. However, I felt that we were given all the resources we needed to figure out the course material, and managed to get a 100% on all the assignments given. The material taught in this course was incredibly interesting, and reveals much of the mysteries behind operating systems that even experienced programmers are often oblivious to. The final grade I received in this course was 87%. For most students, this course will be the first true experience with real low level programming, working at the kernel level. The keys to succeeding in this course are good time management skills, a deep understanding of the C memory model and the O. S. memory models taught in this course, and judicious application of the GDB debugger. I took this course under professor Wong, whom I recommend, although watch out for the midterm if he is lecturing in your offering.","[{'aspect': 'Operating Systems', 'category': 'Course - Workload', 'opinion': 'one of the most time consuming courses'}
 {'aspect': 'problems', 'category': 'Course - Assessment', 'opinion': 'interesting'}
 {'aspect': 'course material', 'category': 'Course - Content', 'opinion': 'we were given all the resources we needed'}
 {'aspect': 'material', 'category': 'Course - Content', 'opinion': 'reveals much of the mysteries behind operating systems'}
 {'aspect': 'material', 'category': 'Course - Content', 'opinion': 'incredibly interesting'}
 {'aspect': 'this course', 'category': 'Course - Content', 'opinion': 'the first true experience with real low level programming'}
 {'aspect': 'professor Wong', 'category': 'Staff - Overall', 'opinion': 'I recommend'}
 {'aspect': 'midterm', 'category': 'Course - Assessment', 'opinion': 'watch out'}]"
AOC_165,AOC,1_89_2521_13062,"She is a great teacher!!! I never thought English could be so interesting! She is really funny. you will not get bored! I would recommend her. You have to attend every class and do all hw, be active in the class, and do extra credit!","[{'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'great'}
 {'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'I would recommend her'}
 {'aspect': 'English', 'category': 'Course - Overall', 'opinion': 'so interesting'}
 {'aspect': 'teacher', 'category': 'Staff - Personal traits', 'opinion': 'really funny'}
 {'aspect': 'teacher', 'category': 'Staff - Teaching', 'opinion': 'you will not get bored'}]"
AOC_166,AOC,1_233_1671_18604,GREAT!!! Lots of Reading but AMAZING teacher!,"[{'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'GREAT'}
 {'aspect': 'Reading', 'category': 'Course - Workload', 'opinion': 'Lots of'}
 {'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'AMAZING'}]"
AOC_167,AOC,3_528_1_126,Despite a very difficult start at Exeter due to being placed in a postgrad international students halls Which made my first year a struggle! However as time has gone on I've found my feet and the last term of third year has been the best yet so I'll be finishing on a high,"[{'aspect': 'Exeter', 'category': 'University - Overall', 'opinion': 'a very difficult start'}
 {'aspect': 'my first year', 'category': 'University - Overall', 'opinion': 'a struggle'}
 {'aspect': 'last term of third year', 'category': 'University - Overall', 'opinion': 'best yet'}]"
AOC_168,AOC,1_172_2573_15648,"I dont think he's bad at all. Actually, I think is pretty good and very funny. In my class, he answered everyone's questions even if it's stupid. But, he does choose favorites, and he helps them outside of class. Overall, a decent and funny teacher.","[{'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': ""dont think he's bad at all""}
 {'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'pretty good'}
 {'aspect': 'teacher', 'category': 'Staff - Personal traits', 'opinion': 'very funny'}
 {'aspect': 'teacher', 'category': 'Staff - Teaching', 'opinion': ""answered everyone's questions""}
 {'aspect': 'teacher', 'category': 'Staff - Attitude', 'opinion': 'choose favorites'}
 {'aspect': 'teacher', 'category': 'Staff - Teaching', 'opinion': 'helps them outside of class'}
 {'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'decent and funny'}]"
AOC_169,AOC,3_378_172_229,University of Exeter is really nice,"[{'aspect': 'University of Exeter', 'category': 'University - Overall', 'opinion': 'really nice'}]"
AOC_170,AOC,1_83_1564_18875,"Very helpful. Email problems seem to be more of a technology issue for her than her unwilling to help- she is the ONLY quest teacher who can do a darn good lecture, stands up 200 % for her students, and treats you like you have a brain. You'll need a brain to get an A, but if you have one, you're just fine.","[{'aspect': 'teacher', 'category': 'Staff - Helpfulness', 'opinion': 'Very helpful'}
 {'aspect': 'teacher', 'category': 'Staff - Attitude', 'opinion': 'treats you like you have a brain'}
 {'aspect': 'teacher', 'category': 'Staff - Teaching', 'opinion': 'can do a darn good lecture'}
 {'aspect': 'teacher', 'category': 'Staff - Attitude', 'opinion': 'stands up 200 % for her students'}
 {'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': ""You'll need a brain to get an A""}]"
AOC_171,AOC,2_4737_863,Quizzes were annoying,"[{'aspect': 'Quizzes', 'category': 'Course - Assessment', 'opinion': 'annoying'}]"
AOC_172,AOC,1_83_959_8383,"Really nice/ funny. Is not mean and the classes she teaches are very helpful, also an easy credit.","[{'aspect': 'null', 'category': 'Staff - Attitude', 'opinion': 'Really nice'}
 {'aspect': 'null', 'category': 'Staff - Personal traits', 'opinion': 'funny'}
 {'aspect': 'null', 'category': 'Staff - Attitude', 'opinion': 'Is not mean'}
 {'aspect': 'classes she teaches', 'category': 'Course - Difficulty', 'opinion': 'an easy credit'}
 {'aspect': 'classes she teaches', 'category': 'Course - Overall', 'opinion': 'very helpful'}]"
AOC_173,AOC,2_11271_1613,Attempt all assigned questions multiple times.,[]
AOC_174,AOC,1_110_1529_13657,"It's an essay-heavy class, but Landry is one of the coolest professors I've had. He's a great guy, easy to talk to, and fascinating to hear lecture about films and stuff. Definitely worth taking a class with him.","[{'aspect': 'class', 'category': 'Course - Workload', 'opinion': 'essay-heavy'}
 {'aspect': 'Landry', 'category': 'Staff - Attitude', 'opinion': 'easy to talk to'}
 {'aspect': 'Landry', 'category': 'Staff - Personal traits', 'opinion': 'one of the coolest professors'}
 {'aspect': 'Landry', 'category': 'Staff - Overall', 'opinion': 'a great guy'}
 {'aspect': 'Landry', 'category': 'Staff - Teaching', 'opinion': 'fascinating to hear lecture'}
 {'aspect': 'a class with him', 'category': 'Staff - Overall', 'opinion': 'Definitely worth taking'}]"
AOC_175,AOC,1_233_1420_5604,She is not that hard but requires lots of reading in her class and quizzes too.,"[{'aspect': 'She', 'category': 'Staff - Teaching', 'opinion': 'not that hard'}
 {'aspect': 'quizzes', 'category': 'Course - Workload', 'opinion': 'lots of'}
 {'aspect': 'reading', 'category': 'Course - Workload', 'opinion': 'lots of'}]"
AOC_176,AOC,1_129_2185_13002,"Great teacher-- reflects on what works well in class and gets us involved with discussion really well. Shared great ideas for teachers to bring into PE. He is kind, funny, and respectful to his students. Although his voice can be a little monotone, he tries really hard... and he's easy on the eyes;)","[{'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'Great'}
 {'aspect': 'teacher', 'category': 'Staff - Attitude', 'opinion': 'respectful to his students'}
 {'aspect': 'teacher', 'category': 'Staff - Teaching', 'opinion': 'gets us involved with discussion really well'}
 {'aspect': 'teacher', 'category': 'Staff - Teaching', 'opinion': 'Shared great ideas for teachers'}
 {'aspect': 'teacher', 'category': 'Staff - Attitude', 'opinion': 'kind'}
 {'aspect': 'teacher', 'category': 'Staff - Personal traits', 'opinion': 'funny'}
 {'aspect': 'teacher', 'category': 'Staff - Personal traits', 'opinion': 'his voice can be a little monotone'}
 {'aspect': 'teacher', 'category': 'Staff - Teaching', 'opinion': 'tries really hard'}
 {'aspect': 'teacher', 'category': 'Staff - Personal traits', 'opinion': 'easy on the eyes'}]"
